user_id,item_id,score
1241,6010,1
61,3871,1
426,13757,0
661,9737,0
455,8802,0
494,14214,1
1472,2261,0
305,9127,0
2930,14625,1
68,15029,1
194,8788,0
457,12160,0
6,12310,0
1007,15528,0
208,11898,1
1380,13744,1
10,7691,1
2099,14952,1
1985,13098,0
224,14606,1
60,2493,1
468,5062,0
757,6869,1
605,5721,1
1433,8140,1
460,13080,1
144,1361,1
2127,9380,0
113,2510,0
111,9433,1
2212,13115,1
1358,15794,0
132,14712,1
1428,16024,1
2183,6500,1
571,2025,1
226,5533,0
3130,11707,0
427,12325,1
1058,1539,0
428,1505,1
82,3922,0
138,11432,0
2546,15346,0
2363,5679,0
1131,8166,1
133,1008,1
130,2959,1
3135,12936,0
2072,8640,1
125,8797,1
42,14941,1
527,5428,0
547,8052,0
458,2406,1
112,13351,1
2203,5624,0
2966,12047,0
2941,14554,1
1624,5575,0
2224,6024,1
638,9785,1
165,7367,1
1042,11278,1
139,7440,0
91,4623,1
138,5023,1
752,13150,1
1117,9995,1
84,11462,0
868,10296,1
2413,5706,1
2345,7344,1
770,9359,1
297,3026,0
120,13755,1
467,980,1
1362,14337,0
1042,3488,0
2288,12182,0
427,13154,1
2684,7534,1
123,8943,1
86,5149,1
881,13041,1
78,14693,1
650,1640,1
295,7904,0
2848,12125,1
753,11955,0
639,6669,1
1330,5583,0
40,4169,1
289,2811,1
316,99,0
60,2067,1
2176,7740,1
426,56,1
1842,8316,0
2683,12544,1
899,15827,1
2031,13601,1
455,8041,1
62,10296,0
672,14579,0
2147,14588,0
471,1312,0
1922,8402,0
478,13879,1
3496,10248,0
453,6484,1
1516,17255,0
83,15280,0
2430,11903,0
456,4322,0
868,11978,1
55,14600,0
7,5440,1
509,9859,1
81,4791,1
218,7992,1
523,12337,1
3135,12329,0
62,14235,1
432,14749,1
498,6483,1
540,5702,0
878,15008,1
2681,15502,1
909,16500,1
55,238,1
1178,10276,1
525,165,1
876,10437,1
60,6490,1
223,7327,1
2975,14870,1
1024,15182,1
2813,13306,0
463,11275,1
984,11979,0
2360,9251,1
827,7445,0
743,10229,1
147,12935,1
435,239,1
847,163,1
76,10748,1
1736,8254,0
740,5574,1
742,6252,1
1053,4508,0
111,12081,1
1044,11938,0
444,14739,0
3080,13040,0
2845,12028,1
2028,11992,0
52,11944,1
741,5463,0
754,5572,1
567,2073,0
475,1546,0
103,5115,1
570,2008,1
1116,6824,1
2277,6860,0
2284,11960,1
519,12936,1
2028,11951,0
930,3008,1
57,15026,1
1593,3051,1
451,2015,1
700,5712,0
2614,6465,1
3827,13144,1
440,14804,1
491,3063,1
2099,10757,1
698,5533,1
1195,2970,1
450,14873,1
482,1143,1
231,7933,1
540,6250,1
889,8715,0
2252,8779,0
512,3880,1
1892,12452,1
190,2320,0
152,9188,1
2084,8151,0
892,14709,1
2003,12923,0
999,6550,1
503,14577,1
66,14181,1
788,12537,1
51,11356,0
130,5976,1
2187,6545,1
583,8659,0
782,10009,0
2332,9430,1
900,14713,1
10,7383,0
634,6439,1
701,2254,1
1414,16010,1
130,14788,0
2515,5619,1
2027,5660,1
37,7718,1
123,4056,1
1230,9157,1
2304,6515,0
2813,8297,0
484,4334,1
443,8343,1
445,16515,1
754,12098,1
498,14727,1
2147,11690,0
311,2844,1
1016,15585,1
1058,8102,0
426,3280,1
87,10889,0
2374,15014,0
2471,10218,1
86,3894,1
136,14845,0
1050,5646,0
782,12024,0
694,335,0
1047,13135,0
471,434,1
485,2787,1
83,8342,1
67,5935,0
494,3040,1
2510,8063,0
125,15373,0
474,14723,0
1111,12326,1
46,1951,1
1191,2528,0
643,10066,1
677,12113,1
1342,8388,0
66,15731,1
76,963,0
755,12624,1
2976,15912,1
747,6218,1
474,9318,0
1887,12313,1
484,14723,1
65,1233,1
219,6848,1
1522,5047,0
872,14974,1
480,13547,0
2226,8290,1
77,1338,0
2184,12995,0
676,7781,0
1049,12154,0
440,405,1
52,15867,0
3357,8792,0
35,12006,1
2510,14426,1
2007,12994,0
718,12138,0
753,12319,1
927,8310,0
4,1466,1
1080,1193,1
651,2022,1
891,14996,1
1057,7403,1
479,14806,1
493,15185,1
1067,16529,1
2133,8506,0
3119,12458,1
855,1427,1
299,16700,1
1446,7731,0
80,15733,1
2218,6084,1
3490,12918,0
892,7444,1
462,15464,0
2654,17468,0
1332,8256,0
442,4012,1
467,15546,0
301,17728,0
136,9222,0
3577,10751,0
49,5681,1
1343,5600,1
2226,12048,1
42,14248,1
831,11772,1
311,5881,1
2696,13026,1
886,14585,0
3354,8404,0
133,15460,1
121,4274,1
492,2462,1
72,142,1
14,12320,1
782,8104,0
435,5137,1
2837,6493,1
1043,7475,0
483,5714,1
687,8859,0
469,13755,0
813,1363,0
2990,12410,1
115,5768,1
1494,15390,1
52,15729,0
80,2966,1
56,15457,1
623,6565,1
96,2530,1
493,4321,1
12,1534,1
298,16297,0
1070,2352,1
445,6233,1
90,8082,1
1270,3008,1
2183,5646,0
741,5451,0
57,643,1
114,2714,0
2848,7124,1
616,8810,0
447,5088,1
1494,14746,0
2013,5756,0
1698,7375,1
3138,12313,0
1185,2474,1
4015,15413,0
593,8800,0
482,2741,0
2220,7347,0
116,3527,1
528,5476,0
3605,11229,1
437,15851,1
126,2504,0
3624,14941,1
1176,11268,1
2775,7729,1
332,2631,1
3066,13107,0
204,5449,1
3364,14833,1
463,14971,1
59,5120,1
751,7735,0
432,13179,0
76,994,1
2851,12050,0
643,8170,1
585,9763,0
299,12363,0
2695,7442,1
448,200,0
636,5582,1
2691,7650,1
299,8228,0
433,7955,1
2725,7656,1
439,2505,0
2825,6474,0
427,3938,1
286,8787,0
91,16088,1
82,13533,0
37,7285,1
61,7564,1
69,3008,0
113,5223,1
2072,5956,1
62,10796,1
894,10304,1
1842,5674,0
163,4385,0
2,11431,0
2507,7124,1
649,10133,1
490,7599,0
843,1750,0
439,13985,1
79,14110,0
510,5582,1
1429,15996,0
1070,1169,0
2626,5582,1
66,15743,1
901,15716,1
1119,2952,0
1384,13913,1
200,10221,0
83,5087,1
2535,12389,0
2392,6139,1
102,13065,0
167,2056,1
96,2512,0
488,2507,1
168,7694,1
109,13206,1
926,8332,1
1224,1851,0
125,6493,1
1150,2985,0
441,7988,1
12,9326,1
1176,15109,1
451,14023,0
1493,16474,1
1013,7399,1
1025,1288,1
1162,14949,1
547,7908,0
172,9301,0
2792,11431,0
105,1429,1
1015,5731,1
916,13001,1
3625,14710,1
57,1392,1
142,2849,0
3094,12337,0
1025,5441,1
125,7866,1
2370,5656,1
133,8463,1
203,1889,0
434,15721,1
2360,7896,0
471,15818,1
1885,7239,1
2769,6974,1
472,5684,0
98,1996,1
289,10254,0
443,12142,1
1175,5479,0
52,15894,0
986,14799,1
573,225,0
47,5166,1
126,17550,0
834,7510,1
1021,13027,0
181,8529,1
596,5435,0
926,15842,1
463,13061,0
2503,9151,1
2636,14975,1
83,15812,0
444,8418,1
2086,5523,1
611,8805,0
743,6423,1
169,2632,1
2766,11916,0
2159,11289,0
1007,15077,1
1116,6811,0
1019,11268,1
2028,3815,1
1099,9135,1
2205,5694,1
487,6545,1
2774,12338,1
2029,12248,1
1540,2648,1
2645,14677,1
141,7637,1
82,10297,1
48,14556,0
2282,13086,1
67,14107,0
58,15806,1
67,11011,0
567,5758,1
869,9282,1
991,14141,1
3833,13013,1
452,7873,1
136,2978,1
3886,13096,1
699,5492,0
1202,1837,1
447,1466,0
476,15445,1
512,12993,1
996,6479,1
92,9226,1
37,9604,1
104,16273,1
3603,14796,1
1016,8107,0
165,8598,1
1191,2478,1
3565,12049,0
792,7384,1
104,4656,1
1513,15335,0
117,10277,1
76,14991,0
442,12332,0
3078,11954,1
393,19,0
484,14901,1
3626,15049,1
2174,13128,0
42,13686,1
1032,9222,1
291,17613,0
1481,12104,1
523,9215,1
615,362,0
478,13874,1
135,7608,1
537,6241,0
447,11900,1
2688,11775,1
510,4202,0
72,511,1
432,12351,1
46,7415,1
76,1743,0
2681,6258,1
1013,17510,1
829,9122,0
447,3883,0
1076,16527,0
2415,5610,0
2805,14881,0
459,5987,1
2977,10242,1
50,4144,1
2653,15737,1
690,5472,1
2202,7481,0
1415,14102,1
98,3052,1
2987,10478,1
65,5242,1
2938,14567,0
134,1006,1
597,335,0
52,12439,1
169,9296,1
127,6481,1
490,14065,0
135,8192,1
208,5166,1
799,1438,1
470,1952,1
598,203,0
73,6301,1
111,2476,1
69,516,1
445,14865,1
869,4210,1
705,298,0
170,10017,1
438,13987,1
557,239,0
2222,11694,1
42,6527,1
491,16540,0
2773,12337,1
2380,12573,1
122,404,1
1386,8125,1
3353,8780,0
811,16563,1
450,2463,0
2626,14346,1
754,7764,1
575,2056,0
49,6873,1
104,15817,0
1842,12545,0
471,2446,1
1606,2910,0
519,12934,0
854,12982,1
748,13061,1
75,448,1
2098,7748,1
100,7713,1
42,5044,1
78,13900,0
932,9342,1
1040,15695,0
2159,6270,0
698,5569,1
1194,2505,0
475,8033,1
2279,8624,1
427,14211,0
1990,4973,0
432,1229,1
121,9701,1
272,110,0
83,8255,1
118,12948,1
2769,12331,1
3032,7482,1
2978,10492,1
2223,13000,0
2057,11982,1
54,15582,0
2977,12329,1
208,335,0
2296,5545,1
119,4359,1
1192,2472,0
80,13812,0
78,15735,1
511,5479,1
91,2758,1
138,12911,1
514,11739,1
2441,14408,1
446,15764,1
501,486,1
469,1803,1
2497,7501,1
2259,5598,1
2715,10921,0
1305,2195,0
79,13852,0
648,6483,1
1528,4984,1
687,2443,1
2286,6511,1
747,6982,0
99,1603,1
1104,2004,1
97,7487,1
12,14867,1
455,2511,1
130,8023,1
197,9840,0
587,9783,1
472,4030,1
107,13155,1
454,13039,0
1427,13597,1
86,1774,0
2374,15811,1
757,6483,1
925,15239,0
71,9454,1
687,7655,1
65,3952,0
1428,2053,1
135,15799,1
916,5449,0
115,3859,1
62,6381,1
2830,7702,1
2075,10313,1
3071,12573,0
670,6933,1
3201,9781,0
810,2220,0
2121,14441,0
475,305,1
8,10292,0
3556,10560,1
2457,11908,0
757,12133,1
472,1596,1
636,5449,1
3796,12945,1
891,14799,1
437,12383,1
2073,12329,0
461,2460,1
891,11422,1
10,6091,1
790,5465,1
2188,5959,0
521,5999,0
2036,4002,0
95,17548,1
521,8530,1
854,4268,0
890,12059,0
247,78,0
927,7394,0
718,12134,1
451,16420,1
4040,14838,0
583,5496,0
670,1582,1
66,16098,0
3185,8779,0
108,6186,1
3568,16503,0
105,13999,1
2501,8114,1
208,3997,0
127,14679,0
899,14692,0
782,8083,0
782,7897,0
472,3850,1
2308,10085,0
2226,11922,1
475,1588,0
1047,2632,1
55,4627,1
46,12333,1
119,9465,1
1357,8361,1
125,10287,1
1854,16471,0
869,3916,0
121,1473,1
113,15881,1
3678,15151,0
523,8831,0
470,4820,1
3182,7925,1
598,329,0
439,2498,1
1036,13416,1
126,3564,1
2925,15343,1
893,14908,0
443,11807,1
126,3422,1
40,12958,0
1121,12671,1
8,9238,1
1119,12978,1
47,7357,1
437,14026,1
489,4664,1
1721,3122,0
2943,11536,1
985,12969,1
184,7692,0
95,29,1
470,2744,0
1199,2479,0
69,14792,1
2028,3810,1
2195,13053,1
85,8439,1
852,12051,0
438,12925,1
3831,13001,1
1611,2875,0
2032,12142,0
2032,12086,1
136,12539,0
2,15725,1
105,14957,1
1043,7814,0
76,1543,1
490,11436,1
745,7271,1
437,15730,1
493,7920,0
82,3886,1
123,10733,1
3002,8287,1
463,11966,1
77,8248,0
60,16475,0
208,3856,0
68,2183,1
73,15660,0
307,1344,1
466,8242,1
466,349,0
1584,3053,1
645,1557,1
98,15767,0
16,12444,1
89,4804,1
425,4396,1
130,12512,1
971,16557,1
2,14751,1
1454,2074,0
2034,15310,0
2666,6123,1
199,6765,0
2337,12848,1
111,1181,1
439,14981,1
753,7774,0
454,13823,0
1849,14916,1
47,7693,1
92,13536,1
467,1701,1
3177,12331,0
445,2508,0
2405,7346,1
1047,6005,0
2183,14606,0
147,102,1
523,9993,1
474,8306,1
496,5895,1
431,4728,1
2720,12067,1
1243,3503,1
1275,14862,1
2373,5488,1
490,7523,1
2366,12405,1
81,8347,1
436,10256,1
55,8327,0
159,8515,1
147,9035,1
2990,12183,1
477,3937,1
1184,1844,1
126,7465,0
483,3955,0
2863,12025,0
2243,5804,1
162,162,1
88,13881,1
121,14752,1
882,11546,0
670,1586,1
70,14774,1
3539,12509,1
2653,12525,1
1120,7358,1
915,16549,1
1026,11203,1
454,9695,0
2174,15133,0
742,5616,0
529,6625,1
69,8082,1
894,11681,1
1870,16517,0
128,8387,1
793,8036,0
447,14066,1
1355,8243,1
117,3856,1
2079,4301,0
1176,5541,1
1023,7424,1
649,6807,0
539,11343,1
2206,7769,1
73,13770,1
86,12976,1
642,8848,1
459,13483,1
299,16289,1
2344,7348,1
446,4070,0
123,6479,1
83,16525,1
1376,2079,0
2284,11957,1
220,12340,1
2325,12067,0
478,6163,1
2098,16564,1
429,14027,1
437,15779,0
481,2522,0
1346,10929,0
167,1383,1
71,14026,0
2937,14970,0
903,14652,1
513,7236,1
80,8701,0
3005,13112,0
470,10874,1
786,420,0
467,8252,0
2133,6468,1
646,9209,1
219,7789,0
452,5102,0
1069,15224,1
113,14877,1
2367,13054,0
78,1488,1
512,14543,0
2718,12001,0
1,12319,0
443,1312,1
490,13485,0
2720,7813,1
2195,14503,0
2419,13013,1
75,16499,0
1045,2629,1
97,235,0
1046,10054,0
478,9153,0
2771,6642,1
132,11698,1
222,4940,0
81,2,1
446,13081,1
2645,6212,0
1921,10944,1
223,14553,1
91,1098,1
930,9388,0
116,8020,1
688,14579,1
2032,3800,1
746,12991,1
433,15817,1
2875,6777,1
1379,2020,1
2,1943,1
823,16551,1
481,2742,0
2236,5663,0
208,7370,1
1350,2099,0
694,5533,0
2845,11955,1
2299,6665,1
130,17475,1
2014,13106,0
174,12118,1
3417,9351,0
579,5429,1
1381,8122,0
1481,7879,1
519,14540,1
883,8822,0
592,5603,0
2602,8638,0
671,13070,1
2290,12091,0
454,14064,0
57,879,1
3015,15617,0
73,15827,0
128,2520,0
103,1981,0
2393,5742,0
649,8495,1
1057,5657,1
799,12147,1
452,15093,1
44,153,1
8,7725,1
1208,2990,1
491,1663,0
132,864,0
918,14802,0
40,10022,1
2654,12022,0
128,7875,0
2943,12313,0
10,12014,1
474,7812,0
8,13018,1
96,15404,1
3184,12328,1
616,6640,1
139,12461,1
1922,12601,0
424,14836,1
66,9648,1
456,16550,0
476,12630,1
6,4632,0
888,6283,1
105,13480,1
66,15790,0
3668,12607,1
492,6054,0
73,14788,1
368,7235,0
76,6139,1
430,7557,1
2960,14995,0
129,246,1
46,14250,0
1916,5657,1
1842,11507,0
2220,6535,1
62,2744,1
701,284,0
3404,9127,0
139,14705,1
151,11839,1
460,4343,0
1336,8401,0
144,12512,1
6,949,1
3556,10602,1
68,11440,1
1226,2959,0
431,2488,1
2029,12279,1
2357,15851,0
429,10981,1
73,11443,1
2581,8178,1
425,11795,1
439,11453,1
522,10069,1
208,6157,1
59,282,1
428,7453,1
16,12098,1
2276,12592,1
434,2471,1
72,8417,1
3624,15662,1
1354,8453,0
163,2987,1
82,7703,1
2149,8668,0
70,16524,1
159,308,1
76,1946,1
673,5587,1
2030,16191,1
1520,2976,0
666,6474,1
82,7859,1
546,7873,1
1025,9327,1
821,12028,0
106,15659,1
540,5704,1
487,7574,1
865,5620,1
76,13452,0
7,8800,1
88,1785,1
208,10174,0
472,2460,1
460,13511,0
2098,9757,1
507,1413,0
2546,11900,0
82,4039,0
40,9906,1
106,13843,1
49,7226,1
636,5627,1
664,10175,1
2951,11539,1
609,5994,1
1122,1545,0
3020,14835,1
2568,8118,1
97,11748,1
2495,12127,1
475,13544,0
1323,8115,1
95,3102,1
1331,8371,0
515,11519,0
435,1257,1
1985,8240,1
743,10290,1
161,6461,1
55,12809,1
2639,6504,1
2772,12159,1
54,17370,1
2099,13939,0
1853,3418,1
2128,9512,0
428,5451,1
869,8131,1
113,13406,1
222,8226,0
61,3889,1
2286,13205,1
144,13008,1
3587,15834,1
88,11425,0
93,15347,0
131,9270,1
1,16467,1
854,4664,0
2296,12208,1
56,8908,1
2779,12036,1
1339,15025,0
459,3885,1
112,13908,1
2718,10232,1
2991,12057,1
485,1999,1
117,959,1
2338,12127,0
2624,12259,1
3049,12157,0
12,8327,1
2454,5536,0
700,6637,1
48,12484,0
80,2480,0
920,14409,0
309,17729,1
2377,12622,0
2036,14974,0
917,10368,1
1052,10242,1
1200,2472,0
1052,15075,0
435,4903,1
1018,11185,1
481,3483,0
2279,7507,1
91,11862,1
116,8242,1
719,11398,1
83,932,1
10,7637,1
2677,8313,1
2786,11950,1
1044,3376,1
3077,12153,0
424,8346,1
428,13950,1
469,7736,0
1117,6486,1
655,8497,1
503,5136,1
424,13649,1
70,4765,0
132,6064,1
2678,6278,1
108,3064,1
880,14628,1
74,8977,1
888,15430,1
112,254,0
2054,14453,1
285,185,0
1857,16537,0
791,12411,0
222,949,1
2359,7262,0
1029,5637,0
1335,14411,0
137,11507,1
1331,5725,0
218,8541,1
2773,12565,1
8,9243,0
2311,5500,0
144,10262,1
899,11608,0
76,9423,1
2004,11999,0
900,788,1
98,14279,1
773,173,0
921,14375,1
156,7719,1
54,7940,1
42,9195,1
2193,5942,1
2192,11940,1
143,12332,0
138,7798,1
493,5073,0
896,14779,1
1921,12916,1
66,4378,1
71,14028,1
226,9898,0
171,295,1
2976,15812,0
132,8876,1
1164,15095,1
1333,8414,0
458,8255,1
1045,11239,1
118,330,1
432,5230,1
592,5471,1
818,399,0
2276,12006,1
694,5471,1
275,342,0
448,2317,0
325,27,0
527,5624,1
369,8102,0
1173,6152,0
992,1575,1
136,8815,1
424,14913,1
1413,16072,1
128,8017,1
1021,14588,0
671,10169,0
1870,15671,1
878,11621,0
754,6443,1
1857,3586,1
1321,1541,1
3049,8287,0
2623,13288,0
2197,10218,1
68,219,0
428,15324,0
9,6464,1
474,14738,1
3624,14986,1
498,7914,1
3138,11730,1
472,7712,0
920,14397,0
450,8710,1
62,11824,1
678,10144,1
208,6595,1
598,316,0
138,15767,1
1442,12389,0
2531,5498,1
836,5460,1
76,9429,1
442,17542,1
2220,12015,0
2488,7488,0
59,1703,1
1023,17426,1
115,8244,1
477,14918,1
197,5722,1
1413,8177,1
931,15048,1
473,558,1
139,5653,1
63,13693,1
1122,12435,1
955,15076,1
473,4026,1
135,8106,1
119,3900,1
891,589,1
98,12338,1
1332,12754,0
447,5520,1
1588,3109,0
1967,13055,1
182,12185,1
267,11479,1
52,12729,1
112,15851,1
782,12055,0
447,15720,0
450,2472,0
919,15248,1
479,8738,1
893,11242,0
2405,10318,1
3661,12318,0
440,4028,1
83,1921,1
2014,8282,0
740,5698,0
87,15742,1
1230,8579,1
700,8814,0
2098,16406,1
85,178,1
437,3951,1
2194,13029,0
1889,12337,1
454,17560,0
124,16487,0
956,16520,1
50,14703,0
983,7444,0
490,15851,0
510,3231,1
349,2814,0
460,9168,0
488,14432,1
6,9655,1
428,5090,1
115,4086,1
103,563,1
139,5445,1
77,8247,1
114,15731,1
467,14204,1
156,331,1
59,10251,1
1230,9211,1
4029,15598,1
114,3679,1
1016,14472,1
4015,14761,1
491,12327,1
667,10081,1
142,9126,0
51,2504,1
733,9022,0
2638,14773,1
1099,9164,1
427,10718,1
2072,9864,0
101,4033,1
891,14986,0
173,8476,0
48,8163,0
2195,12962,1
503,14660,1
2411,5676,1
656,1869,1
2823,7206,1
2330,5956,0
2160,12460,1
473,3936,0
3128,13028,0
674,10200,1
70,2166,0
919,14946,1
10,14365,1
1438,8032,1
230,13212,0
957,7828,1
445,10403,1
139,1366,0
498,9422,1
2577,8049,1
2300,5496,1
2408,5547,0
101,1189,1
3465,9927,1
515,7367,1
98,15882,1
502,3073,1
79,2516,1
1506,12841,0
2935,15071,1
2207,7705,1
274,268,1
1053,1304,0
1201,3094,1
670,233,0
1040,2537,1
453,3977,0
454,9678,0
1043,13365,0
311,397,1
439,1159,1
563,154,1
426,7546,1
97,14789,1
119,2478,1
54,5708,1
2034,14735,1
1104,10066,0
450,15725,1
499,7521,0
462,11441,1
1368,6915,1
1993,13144,1
3168,7842,1
69,11435,1
64,12328,1
72,2998,1
428,879,1
1042,12035,0
2827,12167,0
93,1726,0
470,7753,1
449,15596,0
291,5836,1
452,16508,0
2280,9377,0
132,14707,1
981,15942,1
104,5020,1
297,7998,1
439,15266,1
2181,6466,1
917,13674,1
1194,2457,1
3042,7429,1
298,16288,0
3868,12979,0
169,2982,1
1045,7794,1
521,1966,1
955,16530,0
454,12933,0
3778,12988,0
677,12504,1
461,7806,0
2698,12110,1
96,6030,1
2072,5475,1
106,53,1
677,11920,1
106,13351,0
647,9900,1
76,948,1
84,2056,1
2797,9272,0
1004,1589,1
435,8359,0
130,1441,1
3358,10145,1
177,99,0
67,4671,1
10,12054,0
450,2495,1
54,14907,0
480,5265,1
1121,7892,0
1036,15190,1
447,4664,1
922,16492,1
226,8779,1
125,1301,1
470,1491,1
478,490,1
1201,8416,1
135,1219,1
1131,5627,1
455,1222,1
92,7803,1
1243,6847,0
56,3049,1
2510,9513,0
466,2549,1
447,1739,1
71,14051,1
48,9261,1
130,2805,0
291,931,1
637,6109,1
553,5534,0
2993,12097,1
69,12964,1
18,2231,1
130,996,1
84,2495,0
754,5661,1
890,14648,0
106,16495,0
438,16487,1
484,12407,1
1919,15580,0
538,8803,0
474,14044,0
462,11525,1
99,11420,0
1991,11075,1
99,1998,1
2163,14548,0
462,5051,1
107,13491,0
2772,12094,1
452,11423,0
1368,7392,1
479,4195,0
231,7928,0
2462,11954,1
875,8579,1
591,5463,0
87,15029,0
828,7513,1
76,4069,1
1353,5729,0
2028,12239,0
880,12324,1
289,10278,0
119,1932,1
2583,5459,1
473,16546,0
11,6054,1
2286,12793,1
75,14304,1
2400,12215,1
1895,5614,1
1197,2524,1
14,3859,1
907,8563,1
3062,12805,0
505,14970,1
1024,14666,0
493,3588,1
886,819,1
441,4980,0
665,10076,1
102,15238,1
50,1144,0
437,14977,1
930,5092,1
50,2987,1
841,5722,0
1805,3111,1
447,5588,1
788,8130,0
829,12339,0
82,14970,0
483,5946,1
4000,14730,0
1003,1372,1
886,14569,1
471,11500,1
2774,12147,1
90,43,0
55,3905,1
667,1932,1
514,10017,1
96,14275,1
910,698,1
190,16466,0
1992,5628,1
454,15528,1
123,92,1
83,17390,0
96,120,1
94,16270,1
2596,6493,1
2196,5728,0
135,12566,1
573,5448,0
450,14978,1
929,10285,1
2510,8181,0
3419,9242,1
493,717,1
53,2045,1
2776,12816,1
662,7659,0
2284,12510,0
1049,2568,0
458,3871,1
297,2823,0
144,9696,0
790,8821,1
2859,11996,1
70,465,1
865,9246,0
2056,14496,0
554,2050,0
607,5675,0
54,8358,0
119,2965,0
2183,7759,0
56,14709,1
2970,15407,1
2774,12387,1
139,15335,1
490,14732,0
3420,9332,1
1064,16483,1
7,9904,1
843,3021,0
919,12984,1
2813,13265,0
914,10433,1
1339,3013,0
127,5165,1
2217,11618,0
7,12941,1
97,5147,1
145,14624,1
521,11988,1
868,6493,1
456,11431,0
642,10087,1
441,5046,0
1342,14728,0
2031,3794,0
73,7874,1
490,14043,1
2704,10045,0
289,5478,1
3103,12086,0
3051,8316,0
80,13070,0
896,6204,1
1494,15223,1
101,13989,1
121,21,0
483,4678,1
125,5121,0
442,6469,1
477,13647,1
2769,6653,1
2094,10049,1
2687,12202,0
782,12998,0
123,14889,1
2683,12451,1
473,8346,1
667,9855,0
151,12506,1
294,7602,1
748,7058,1
1130,13007,0
1481,7380,1
2952,14516,1
285,1008,1
529,11324,1
2403,7392,0
1129,12519,1
2585,5569,1
598,5482,0
124,9472,1
97,7772,1
475,6778,1
811,2004,0
87,5810,1
1008,3615,1
115,8300,0
2177,14592,1
490,1302,1
1025,5562,1
168,13143,1
2289,7156,1
2200,8712,0
745,8857,0
1114,8647,0
1481,11755,1
450,14059,1
921,936,1
654,9679,0
684,1370,1
430,15720,0
592,9741,0
2462,12080,1
491,13132,1
1575,12170,1
508,8666,1
458,4080,1
2003,12474,1
10,9287,1
1398,16052,1
429,12352,1
1492,16478,1
112,5625,1
521,8550,1
111,1050,1
126,4274,0
50,12507,1
81,1942,1
3589,14713,0
994,1216,1
485,2768,1
834,12321,0
123,13752,0
573,2072,1
438,3903,0
428,2783,1
1032,5744,1
2546,10040,0
1175,8284,1
96,4426,0
1015,12987,0
83,14092,1
2133,12429,1
6,5435,0
748,5531,1
735,5493,1
1222,2510,0
52,10791,0
810,17391,1
917,13858,0
477,13809,1
590,8786,0
82,13030,1
3633,15722,1
659,1431,1
1174,6034,1
2073,4167,0
1130,3277,0
2099,8805,1
917,14842,1
3555,10592,1
636,5806,1
1,152,0
2698,12486,1
897,14572,1
1023,5954,0
1591,2937,1
458,1438,1
2098,7747,1
2827,12009,0
1019,11748,1
97,2023,1
2127,9630,0
1339,8387,0
894,15925,0
2314,10812,0
508,7841,1
130,12368,1
299,12355,1
86,382,1
2693,12465,1
1012,1185,1
1015,3613,1
827,9200,0
115,15893,1
868,12481,1
72,2807,1
902,10458,1
2259,5533,0
1339,8413,0
65,14908,0
912,5673,1
2034,10297,1
96,8417,1
854,5509,1
611,5625,1
488,2494,0
297,3093,1
1178,9100,1
2010,10338,0
471,14032,0
132,14043,1
1014,8091,0
12,5001,1
158,7702,1
2772,11898,0
104,14673,1
490,13028,1
1023,17405,1
2316,12148,1
492,2491,1
767,9190,0
66,14922,0
144,13150,1
894,15379,0
479,9713,1
43,1443,1
2179,13094,1
586,8668,0
5,6861,1
1056,7387,1
74,8801,1
568,2054,0
462,12322,1
2154,14551,1
683,7670,0
3679,15547,1
433,10385,1
30,1155,0
439,15881,1
451,14901,1
450,12038,1
230,3503,1
453,2514,0
1032,1610,0
1043,7877,1
833,12943,1
839,11753,1
451,7703,0
792,8049,0
29,7405,1
784,3512,0
144,17418,0
1514,14500,0
2094,5565,0
435,12908,1
5,8274,0
629,7772,0
497,283,1
231,3172,1
2930,11615,1
1889,8033,1
441,14563,0
114,8716,1
138,5043,0
445,1021,1
1368,6867,1
2304,12180,1
600,5731,1
88,2838,0
2960,15146,1
2099,7705,1
462,2530,0
81,8417,1
480,14998,1
149,12995,1
51,5771,1
810,2290,0
926,15205,0
483,260,1
650,5197,0
456,1138,1
1374,14166,1
730,8804,1
2221,7761,0
635,6207,1
658,6882,1
602,11403,0
2218,6039,1
2330,9823,0
57,14283,1
441,9100,1
473,13734,0
48,12666,1
757,12954,1
999,1669,1
94,3674,1
2147,7426,1
92,8,1
479,16524,0
114,12568,1
1892,11635,1
836,12946,0
62,15422,1
1230,10040,1
16,4426,0
2787,9201,1
1916,11746,1
541,1939,1
880,8576,1
4,5449,0
93,5036,1
11,7720,1
93,9677,1
1132,12673,1
2813,12576,1
454,15280,0
916,15100,0
275,7657,1
1342,12474,0
76,1335,0
891,8785,1
2068,9234,0
2937,11444,0
609,9733,0
88,5120,1
4000,14739,0
16,237,1
2826,6607,1
509,9177,1
1043,13587,1
1221,2465,1
870,2476,0
784,9244,1
757,8132,0
524,162,1
2387,5542,1
2786,12040,0
2003,14141,0
2695,6564,1
1492,2396,1
78,1124,1
463,1135,1
36,1438,1
611,5741,1
569,387,0
144,4282,0
51,973,1
1035,8161,1
468,6557,1
636,8780,0
123,14305,1
1044,4525,1
1243,8738,0
46,13379,0
480,14105,1
473,14966,1
441,14258,1
3879,12988,1
540,5634,1
56,9750,0
450,12517,1
1017,11239,1
2203,14503,1
85,2749,0
1354,8344,0
9,1512,1
595,9742,0
463,2108,1
482,7701,1
440,403,0
1864,3512,1
1025,7413,1
3764,13152,1
56,3051,1
121,8828,0
2090,14427,1
