item_id,knowledge_code
7923,[43]
14502,[98]
4485,[26]
9244,[50]
10420,[57]
94,"[1, 12]"
4393,"[24, 30]"
12002,[80]
6335,[33]
5216,[30]
200,"[2, 25, 32, 49]"
1394,"[7, 15]"
14864,[99]
9805,[52]
3621,[19]
8814,[49]
1113,"[6, 12]"
8210,[45]
8863,[49]
8966,[49]
8793,[49]
12130,[80]
15462,[99]
3897,[21]
5480,[31]
6746,[34]
4993,[30]
10080,[54]
11386,[61]
14165,[95]
7397,[38]
13641,[90]
11848,[79]
15732,[100]
11854,[79]
466,[3]
11062,[59]
6733,[34]
330,"[2, 25, 45]"
15110,[99]
3474,[17]
15670,[99]
3925,[21]
8390,"[46, 59]"
15156,[99]
14574,[98]
8351,"[46, 59]"
1036,[5]
4175,[23]
14004,[93]
15865,[100]
5950,"[33, 34]"
2824,[14]
8671,[48]
12660,[82]
15093,[99]
14844,[99]
11799,[79]
14834,[99]
4342,[23]
11300,[61]
15639,[99]
3624,[19]
5449,[31]
14813,[99]
6172,[33]
17711,[123]
8387,"[46, 59]"
14511,[98]
15,"[1, 10]"
267,"[2, 45]"
1292,"[6, 12]"
2510,"[13, 14]"
14001,[93]
16697,[113]
14794,"[99, 99]"
7490,[39]
5548,[31]
1659,"[7, 15]"
14689,[99]
13021,[83]
13135,[83]
8489,[47]
14763,[99]
12665,[82]
3884,[21]
4343,"[23, 81]"
10465,[57]
9373,[50]
12423,[82]
7204,[35]
613,"[4, 122]"
14733,[99]
15523,[99]
6554,[34]
15139,[99]
4891,[28]
10535,[57]
8600,[47]
7355,"[38, 56]"
15733,[100]
5669,[31]
12440,[82]
13047,[83]
12454,[82]
11772,[79]
5124,[30]
16498,[107]
8379,"[46, 59]"
3226,[16]
5941,[33]
1542,"[7, 11]"
2573,[13]
13447,[87]
4748,[27]
11970,[80]
15234,[99]
216,"[2, 2, 32, 32, 50, 50]"
12606,[82]
7496,[39]
2984,[15]
1804,"[7, 15]"
10341,[57]
12099,[80]
13100,[83]
12558,[82]
7936,[43]
8658,[48]
6162,"[33, 34]"
14916,[99]
11731,[79]
14803,"[99, 99]"
9667,[52]
8519,[47]
15658,[99]
12446,[82]
7095,"[35, 36, 47]"
15422,[99]
1179,"[6, 9]"
15008,"[99, 99]"
12345,[81]
13583,[89]
948,[5]
12723,[82]
378,"[2, 45]"
16186,"[101, 101]"
464,[3]
7311,[37]
5598,[31]
3369,"[16, 17]"
9659,[52]
253,"[2, 25, 32, 49]"
128,[1]
16502,"[107, 107]"
12348,[81]
14058,[94]
3895,[21]
2092,[8]
7594,[39]
1559,"[7, 10]"
394,"[2, 45]"
805,"[4, 122]"
346,"[2, 25, 32, 49]"
2292,[10]
2307,[10]
8374,"[46, 56]"
12149,[80]
7708,[42]
5904,[31]
2249,[10]
2287,[10]
6625,[34]
14978,[99]
5596,[31]
10409,[57]
14886,[99]
12590,[82]
12896,[82]
1498,"[7, 10]"
15396,[99]
13727,[90]
6292,"[33, 34]"
13520,[87]
1351,"[6, 12]"
15750,[100]
14579,[98]
6778,[35]
6474,[34]
8249,"[46, 59]"
17065,[119]
16564,[107]
487,[3]
15019,[99]
4091,[21]
16155,[101]
16231,[102]
7748,[42]
4634,[27]
4552,[26]
6567,[34]
7378,[38]
7524,[39]
14373,[97]
16409,[105]
12957,[83]
12787,[82]
1596,"[7, 10]"
3266,"[16, 17]"
9673,[52]
9163,[50]
10055,[54]
10378,[57]
2768,[14]
8817,[49]
9289,[50]
15123,[99]
6320,"[33, 34]"
10421,[57]
14877,[99]
9476,[50]
6955,"[35, 36, 47]"
3416,"[16, 17]"
15262,[99]
2440,[12]
540,[3]
15522,[99]
5623,[31]
13391,[85]
6222,[33]
12031,[80]
11451,[67]
389,"[2, 45]"
9280,[50]
4995,[30]
14974,[99]
1989,[8]
15003,[99]
8493,[47]
4339,"[23, 81]"
14239,[96]
14504,[98]
5426,[31]
15120,[99]
13143,[83]
13151,[83]
12126,[80]
393,"[2, 45]"
5427,[31]
11656,"[72, 73, 74, 78]"
15311,[99]
1434,"[7, 12]"
17703,[123]
1435,"[7, 9]"
15273,[99]
12027,[80]
9736,[52]
2072,[8]
12043,[80]
2801,[14]
5095,[30]
5572,[31]
1713,"[7, 38]"
6843,"[35, 36, 47]"
12750,[82]
14880,[99]
5050,[30]
8348,"[46, 59]"
1510,"[7, 9]"
7688,"[40, 47]"
9383,[50]
2235,[10]
14084,[94]
16536,[107]
9278,[50]
6028,[33]
6385,[33]
6205,"[33, 34]"
9114,[50]
5221,[30]
14336,[97]
8678,[48]
2505,"[13, 14]"
12684,[82]
13152,[83]
6640,[34]
5654,[31]
13500,[87]
9679,[52]
2764,[14]
11746,[79]
13406,[86]
3052,[15]
5675,[31]
8698,[48]
10928,[59]
1054,[5]
1640,"[7, 41]"
9741,[52]
10369,[57]
7790,[43]
11675,[76]
2994,[15]
4049,[21]
3876,[21]
8269,"[46, 56]"
15339,[99]
8814,"[49, 49]"
4494,[26]
1049,[5]
9765,[52]
2792,[14]
14869,"[99, 99]"
2857,[14]
6406,[33]
5764,[31]
10315,[57]
16638,[111]
11803,[79]
8977,[49]
8741,[48]
5070,[30]
7256,[37]
1957,[8]
4357,"[23, 81]"
5734,[31]
10385,[57]
4327,"[23, 81]"
1591,"[7, 41]"
11236,[60]
1047,[5]
104,[1]
1172,"[6, 9]"
15883,[100]
2190,[9]
12133,[80]
14416,[97]
8060,[45]
15499,[99]
4246,"[23, 52]"
15151,[99]
2921,[14]
6208,"[33, 34]"
324,"[2, 25, 32, 49]"
11237,[60]
12959,[83]
11262,[60]
7750,[42]
12954,[83]
5500,[31]
5673,[31]
15489,[99]
14720,[99]
9318,[50]
3972,[21]
4048,[21]
8001,[43]
14628,[98]
13421,[86]
8843,[49]
10163,[55]
11778,[79]
5448,[31]
2244,[10]
8515,[47]
12106,[80]
1438,"[7, 12]"
14768,"[99, 99]"
13667,[90]
735,"[4, 122]"
14697,[99]
12903,[82]
11907,[80]
11908,[80]
4848,[27]
7905,[43]
2005,[8]
15128,[99]
11470,[67]
13508,[87]
7672,"[40, 47]"
7724,[42]
949,[5]
14766,[99]
12498,[82]
1432,"[7, 11]"
15170,[99]
6176,[33]
2991,[15]
15253,[99]
865,"[4, 122]"
5492,"[31, 31]"
4384,"[24, 30]"
6940,"[35, 36, 47]"
8682,[48]
14310,[96]
3407,"[16, 17]"
16466,[107]
1811,"[7, 38]"
2815,[14]
14466,[97]
6847,"[35, 36, 47]"
15257,[99]
5645,[31]
15617,[99]
13721,[90]
8117,[45]
11742,[79]
8194,[45]
7928,[43]
15955,[100]
9111,[50]
15006,[99]
14550,[98]
8789,[49]
8860,[49]
1238,"[6, 9]"
14581,[98]
15267,[99]
9761,[52]
12971,[83]
14728,[99]
10165,[55]
7753,[42]
15324,[99]
14583,[98]
8179,[45]
6078,[33]
14358,[97]
975,[5]
821,"[4, 122]"
6559,[34]
15180,[99]
1258,"[6, 9]"
12407,[82]
10273,"[56, 56]"
8823,[49]
6620,[34]
14852,[99]
1423,"[7, 41]"
11313,[61]
3048,[15]
16056,[100]
207,"[2, 45]"
15506,[99]
10306,[57]
1694,"[7, 38]"
7894,[43]
11190,[60]
43,"[1, 10]"
1992,[8]
9252,[50]
5458,[31]
15318,[99]
8581,[47]
14624,[98]
12725,[82]
1114,"[6, 9]"
15174,[99]
5965,[33]
1755,"[7, 38]"
14022,[93]
7641,"[40, 47]"
8492,[47]
8956,[49]
17482,[120]
15284,[99]
14942,[99]
2735,[14]
4741,[27]
5092,[30]
5168,[30]
15799,[100]
16526,[107]
15220,[99]
15138,[99]
10533,[57]
2195,[9]
11537,[69]
6064,"[33, 34]"
10032,[54]
5806,[31]
11548,[69]
13149,[83]
15021,[99]
13381,[85]
13464,[87]
7147,[35]
3015,[15]
11230,[60]
2472,"[13, 14]"
1627,"[7, 41]"
13435,[87]
1389,"[7, 10]"
2973,[15]
5486,[31]
16702,[113]
249,"[2, 25, 45]"
17342,[120]
5445,[31]
5766,[31]
8523,[47]
5097,[30]
15702,[99]
14531,[98]
12417,[82]
6068,[33]
436,[3]
11243,[60]
3239,"[16, 17]"
5047,[30]
7356,"[38, 38]"
9858,[53]
6954,"[35, 36, 47]"
12393,[82]
8358,"[46, 59]"
11333,[61]
8821,[49]
2977,[15]
2043,[8]
16532,[107]
9438,[50]
11954,[80]
14194,[95]
2495,"[13, 14]"
14110,[94]
8275,"[46, 56]"
1107,"[6, 11]"
17467,[120]
12929,[83]
5583,[31]
5514,[31]
2602,"[13, 14]"
1574,"[7, 11]"
2514,"[13, 14]"
1280,"[6, 9]"
5739,[31]
12846,[82]
5767,[31]
4043,[21]
476,[3]
15918,[100]
3077,[15]
12426,[82]
9693,[52]
741,"[4, 122]"
7957,[43]
335,"[2, 25, 32, 49]"
15821,[100]
9681,[52]
13528,[87]
15907,[100]
17558,[120]
16376,[105]
13378,[85]
12444,[82]
2748,[14]
5137,[30]
13041,[83]
2277,[10]
15372,[99]
7133,[35]
16737,[113]
5462,[31]
59,"[1, 10]"
485,[3]
15738,"[100, 100]"
16701,[113]
8425,"[46, 59]"
11242,[60]
3619,[19]
6900,"[35, 36, 47]"
5577,[31]
7528,[39]
1278,"[6, 9]"
46,"[1, 1, 10, 10]"
5601,[31]
16275,[104]
2813,[14]
12093,[80]
17250,[119]
10463,[57]
1403,"[7, 66]"
5874,[31]
3653,[19]
158,"[2, 45]"
14435,[97]
14943,[99]
3046,[15]
8669,[48]
15300,[99]
11712,[79]
625,"[4, 122]"
8151,[45]
12935,[83]
1101,"[6, 9]"
3033,[15]
14767,[99]
7084,[35]
676,"[4, 122]"
8148,[45]
7093,[35]
7984,[43]
8867,[49]
6934,"[35, 36, 47]"
7826,[43]
11790,[79]
17022,[118]
7766,[42]
9128,"[50, 50]"
15072,[99]
9380,[50]
3891,[21]
2931,[14]
11930,[80]
1959,"[8, 45]"
5431,[31]
15625,[99]
2586,[13]
15917,[100]
14631,[98]
8899,[49]
13317,[83]
12461,[82]
5599,"[31, 31]"
8429,"[46, 59]"
3965,[21]
10240,[56]
14185,[95]
13588,[89]
16489,[107]
8799,[49]
425,"[2, 45]"
9574,[51]
5498,[31]
15258,[99]
2869,[14]
16312,[104]
14479,[97]
5628,[31]
6632,[34]
1917,"[8, 45]"
7036,[35]
7871,[43]
5012,[30]
17475,[120]
8283,"[46, 56]"
851,"[4, 122]"
16362,[104]
9173,[50]
9902,[53]
14230,[96]
6793,"[35, 35, 36, 36, 47, 47]"
12103,[80]
14786,[99]
5981,[33]
15285,[99]
14418,[97]
11940,[80]
5349,[30]
4128,[22]
3237,"[16, 17]"
12506,[82]
1375,"[7, 12]"
7141,[35]
12088,[80]
8336,"[46, 56]"
5026,[30]
991,[5]
1496,"[7, 15]"
15818,[100]
3901,[21]
15516,[99]
4192,[23]
8951,[49]
8654,[48]
6993,[35]
15010,[99]
6234,[33]
8200,[45]
5269,[30]
14971,[99]
9788,[52]
5668,[31]
7776,[42]
3977,[21]
17742,[123]
1971,[8]
8527,[47]
2804,[14]
2541,[13]
1212,"[6, 9]"
8158,[45]
10073,[54]
6823,[35]
15141,[99]
4776,[27]
15333,[99]
16552,[107]
9907,[53]
6073,[33]
2844,[14]
11532,[68]
13477,[87]
7449,[39]
17712,[123]
14174,"[95, 95]"
5546,[31]
17378,[120]
8253,"[46, 46, 59, 59]"
4491,[26]
6629,[34]
9683,[52]
17538,[120]
370,"[2, 45]"
12328,[81]
14933,[99]
15604,[99]
15540,[99]
15868,[100]
13407,[86]
5218,[30]
8725,[48]
12082,[80]
7446,[39]
1320,"[6, 12]"
15153,[99]
15354,[99]
404,"[2, 45]"
6825,[35]
1473,"[7, 12]"
527,[3]
8321,"[46, 59]"
102,"[1, 10]"
5057,[30]
12182,[80]
13205,[83]
2529,"[13, 14]"
17349,[120]
10057,[54]
14771,[99]
13148,[83]
13429,[87]
5251,[30]
4378,"[24, 30]"
6238,[33]
13113,[83]
15025,[99]
7538,[39]
16467,[107]
11217,[60]
14496,[97]
16091,[100]
8735,[48]
3622,[19]
10231,[56]
6255,[33]
9236,[50]
2729,[14]
7057,[35]
3102,[15]
9430,[50]
1257,"[6, 11]"
14527,[98]
1189,"[6, 9]"
2992,[15]
9738,[52]
16103,[100]
1443,"[7, 10]"
16723,[113]
4999,[30]
11047,"[59, 105]"
14161,[95]
8958,[49]
11542,[69]
16774,[113]
1995,"[8, 8, 45, 45]"
11383,[61]
2564,[13]
3018,[15]
1956,[8]
1832,"[7, 15]"
17248,[119]
7270,[37]
8307,"[46, 46, 59, 59]"
101,"[1, 12]"
2318,[10]
5721,[31]
9068,[49]
15790,[100]
9434,[50]
14344,[97]
14207,[96]
199,"[2, 25, 45]"
15154,[99]
6029,"[33, 34]"
7384,[38]
8978,[49]
12565,[82]
12921,[83]
16502,[107]
3661,[19]
3288,[16]
5807,[31]
13108,[83]
6087,[33]
12505,[82]
6704,[34]
15280,[99]
877,"[4, 122]"
9042,[49]
3135,[15]
11928,[80]
6678,[34]
14153,[95]
10380,[57]
14051,[94]
12395,[82]
14717,[99]
4955,[28]
1801,"[7, 38]"
7848,[43]
12077,[80]
14672,[98]
3154,[15]
5169,[30]
5541,[31]
14359,[97]
4016,[21]
4988,[30]
12568,[82]
1381,"[7, 10]"
9051,[49]
13162,[83]
7656,"[40, 47]"
1227,"[6, 9]"
13999,[93]
2840,[14]
15922,[100]
9467,[50]
1046,[5]
1324,"[6, 12]"
4178,[23]
5544,[31]
5574,[31]
5641,[31]
12747,[82]
6311,"[33, 34]"
14744,[99]
16995,[117]
1990,[8]
5940,[33]
7823,[43]
7589,[39]
16248,[102]
3370,[16]
2271,[10]
1632,"[7, 41]"
12862,[82]
10275,[56]
17503,[120]
567,[3]
1225,"[6, 10]"
7501,[39]
15431,[99]
7770,[42]
11556,[69]
1554,"[7, 9]"
6880,"[35, 36, 47]"
15113,[99]
7163,[35]
4011,[21]
8705,[48]
1490,"[7, 11]"
8906,[49]
10018,[54]
14736,[99]
15157,[99]
634,"[4, 122]"
5661,[31]
9335,[50]
9448,[50]
2239,[10]
8846,[49]
15657,[99]
15548,[99]
205,"[2, 45]"
7668,"[40, 47]"
7657,"[40, 47]"
9431,[50]
5652,[31]
14998,[99]
14367,[97]
10937,[59]
2035,[8]
4187,[23]
5609,[31]
4792,[27]
10091,[54]
1149,"[6, 11]"
13755,[90]
11395,[61]
8784,[49]
6597,[34]
11618,[71]
4959,[28]
7575,[39]
7488,[39]
1708,"[7, 15]"
11825,[79]
4990,[30]
118,[1]
8506,[47]
1978,"[8, 45]"
8090,[45]
8559,[47]
14997,[99]
3731,[19]
169,"[2, 25, 45]"
12859,[82]
13403,[86]
14443,[97]
5504,[31]
7891,[43]
1360,"[6, 11]"
16492,[107]
4186,"[23, 52]"
13567,[89]
2009,[8]
10226,[56]
14243,[96]
9274,"[50, 50]"
2039,[8]
10954,"[59, 105]"
7864,[43]
5013,[30]
2367,[10]
9669,[52]
17461,[120]
7683,"[40, 47]"
10251,[56]
1016,[5]
3405,[16]
14297,[96]
4658,[27]
9691,[52]
4771,[27]
12287,"[80, 80]"
6079,[33]
2482,"[13, 14]"
2143,[9]
17140,[119]
8042,[45]
15036,[99]
6274,"[33, 34]"
7691,"[40, 47]"
9134,[50]
5470,[31]
1570,"[7, 9]"
14687,[99]
9112,[50]
2038,[8]
1011,[5]
1795,"[7, 38]"
10669,[57]
11257,[60]
10757,[58]
13692,[90]
9304,[50]
2960,[15]
3039,[15]
10390,[57]
7879,[43]
7116,[35]
7906,[43]
12064,[80]
354,"[2, 45]"
1454,"[7, 11]"
14324,[97]
11013,[59]
13908,[91]
14397,[97]
4059,[21]
7645,"[40, 47]"
2996,[15]
15340,[99]
7493,[39]
7591,[39]
5187,[30]
8195,[45]
3486,[17]
9665,[52]
2029,[8]
8300,"[46, 59]"
14532,[98]
12482,[82]
12066,[80]
2771,[14]
15067,[99]
17415,[120]
7551,[39]
2574,[13]
2484,[13]
2863,[14]
4458,[26]
5437,[31]
13005,[83]
11758,[79]
9892,[53]
10381,[57]
12936,[83]
6617,[34]
12418,[82]
7394,"[38, 56]"
10029,[54]
4024,[21]
13495,[87]
1717,"[7, 38]"
5660,[31]
2003,[8]
8272,"[46, 56]"
7844,[43]
9703,[52]
14737,[99]
5903,[31]
2109,[8]
12340,[81]
15819,[100]
13343,[84]
13017,[83]
4314,"[23, 81]"
2362,[10]
7838,[43]
9270,[50]
12081,[80]
13954,[92]
9379,[50]
17729,[123]
15192,[99]
17419,[120]
12608,[82]
11222,"[60, 60]"
8664,[48]
10318,[57]
3587,[19]
1370,"[7, 10]"
9321,[50]
12509,[82]
14517,[98]
4153,[22]
9030,[49]
13835,[90]
5622,[31]
40,"[1, 10]"
15633,[99]
15961,[100]
1157,"[6, 11]"
22,"[1, 10]"
280,"[2, 45]"
14851,[99]
1151,"[6, 9]"
14312,[96]
9309,[50]
14526,[98]
12097,[80]
14147,[95]
8736,[48]
17553,[120]
11203,[60]
1143,"[6, 12]"
4883,[28]
3539,[18]
958,[5]
6019,[33]
7699,[42]
15524,[99]
6056,[33]
2080,[8]
3910,[21]
9502,[50]
12350,[81]
5695,[31]
5909,[31]
6309,[33]
3174,[15]
3339,"[16, 17]"
6040,[33]
15250,[99]
15577,[99]
8346,"[46, 46, 59, 59]"
17245,[119]
2907,[14]
631,"[4, 122]"
13342,[84]
2926,[14]
2755,[14]
16781,[113]
8509,[47]
5489,[31]
4425,[26]
3999,[21]
7798,[43]
7020,[35]
16534,[107]
2245,[10]
6518,[34]
8161,[45]
15920,[100]
1104,"[6, 11]"
9840,[53]
11810,[79]
12484,[82]
3684,[19]
7424,"[38, 56]"
2445,[12]
12716,[82]
2766,[14]
1837,"[7, 15]"
4311,"[23, 81]"
5327,[30]
15243,[99]
7235,[37]
10719,[58]
14533,[98]
5263,[30]
6022,[33]
9999,[54]
16483,[107]
6947,[35]
12419,[82]
6882,"[35, 36, 47]"
55,"[1, 12]"
3893,[21]
12920,[83]
8668,[48]
16931,[116]
6367,[33]
6466,[34]
9375,[50]
4802,[27]
9680,[52]
3614,[19]
10010,[54]
3590,[19]
9449,[50]
13562,[89]
4524,[26]
14563,[98]
5740,[31]
6849,[35]
6101,[33]
13243,[83]
17549,[120]
12118,"[80, 80, 80]"
6727,[34]
2613,"[13, 14]"
13698,[90]
1115,"[6, 11]"
10267,[56]
17414,[120]
9634,[51]
12573,[82]
8222,[45]
10805,[59]
13779,[90]
10438,[57]
6639,[34]
328,"[2, 25, 32, 49]"
1474,"[7, 12]"
12415,[82]
16893,[115]
5753,[31]
15027,[99]
10555,[57]
897,"[4, 122]"
11538,[69]
8695,[48]
7434,"[38, 56]"
8468,"[46, 59]"
13419,[86]
15304,[99]
899,"[4, 122]"
7755,[42]
16239,[102]
10471,[57]
7951,[43]
3056,[15]
2544,[13]
9690,[52]
14721,[99]
7737,[42]
6492,[34]
5805,[31]
9967,[53]
15011,[99]
8692,[48]
15222,[99]
6373,[33]
484,[3]
13988,[93]
11956,[80]
13868,[90]
6195,[33]
10446,[57]
9162,[50]
13594,[89]
2898,[14]
8743,[48]
9082,[49]
929,[5]
422,"[2, 45]"
7944,[43]
1296,"[6, 12]"
220,"[2, 45]"
3766,[20]
15374,[99]
7016,[35]
8036,[45]
2126,[8]
10437,[57]
9255,[50]
8955,[49]
14078,[94]
4787,[27]
2974,[15]
10681,[58]
7248,[37]
15723,[100]
7001,[35]
1798,"[7, 38]"
2064,[8]
9853,[53]
12982,[83]
342,"[2, 45]"
1514,"[7, 12]"
14305,[96]
4980,[30]
5879,[31]
1998,[8]
3885,[21]
9795,[52]
3928,[21]
7075,[35]
1973,[8]
16321,[104]
10339,[57]
1035,[5]
8091,[45]
274,"[2, 25, 32, 49]"
7257,[37]
1464,"[7, 9]"
6276,"[33, 34]"
8652,[48]
8246,"[46, 46, 59, 59]"
15949,[100]
8502,[47]
10049,[54]
8367,"[46, 59]"
12913,[83]
327,"[2, 25, 32, 49]"
1670,"[7, 10]"
6561,[34]
8496,[47]
7485,[39]
242,"[2, 25, 32]"
13853,[90]
15240,[99]
5776,[31]
6280,"[33, 34]"
11723,[79]
5925,"[33, 34]"
13066,[83]
8382,"[46, 59]"
12145,[80]
15023,[99]
7298,[37]
15393,[99]
3706,[19]
7681,"[40, 47]"
2116,"[8, 45]"
12357,[81]
7157,[35]
4111,[21]
16241,[102]
10776,[58]
942,[5]
12054,[80]
15020,[99]
9176,[50]
4092,[21]
9643,[52]
6059,[33]
10074,[54]
15507,[99]
12014,"[80, 80]"
3197,[15]
15039,[99]
12916,[83]
15362,[99]
6798,"[35, 36, 47]"
13745,[90]
4755,[27]
4892,[28]
4319,"[23, 81]"
10770,[58]
15404,[99]
13212,[83]
2958,[15]
3672,[19]
3765,[20]
9758,[52]
4156,[23]
1349,"[6, 12]"
7703,[42]
544,[3]
15001,[99]
8859,[49]
10325,[57]
8783,[49]
6534,[34]
15427,[99]
14712,[99]
2908,[14]
8276,"[46, 56]"
12562,[82]
4020,[21]
11834,[79]
170,"[2, 32, 50]"
6302,"[33, 34]"
6457,[33]
13827,[90]
11684,[76]
3982,[21]
3164,[15]
7728,[42]
9555,[51]
11543,[69]
3536,[18]
14134,[95]
7930,[43]
1440,"[7, 12]"
9647,[52]
2155,[9]
12234,[80]
8840,[49]
7847,[43]
1176,"[6, 11]"
13090,[83]
8414,"[46, 59]"
384,"[2, 45]"
3964,[21]
4889,[28]
7306,[37]
13581,[89]
16381,[105]
6123,[33]
13423,[86]
2720,[14]
9299,[50]
11409,[61]
8574,[47]
6990,[35]
9501,[50]
17451,[120]
10329,[57]
5491,[31]
10310,[57]
11252,[60]
14783,[99]
623,"[4, 122]"
6023,[33]
17439,[120]
4420,[26]
12130,"[80, 80]"
8510,[47]
3581,[19]
16469,[107]
2434,[12]
7715,[42]
17495,[120]
8108,[45]
11867,[79]
5503,[31]
15118,[99]
8063,[45]
16418,[105]
15247,[99]
14450,[97]
9123,[50]
1769,"[7, 38]"
14890,[99]
2076,[8]
12953,[83]
13924,[92]
6775,[35]
7937,[43]
14393,[97]
3336,"[16, 17]"
1255,"[6, 9]"
10831,[59]
16055,[100]
11842,[79]
4501,[26]
2311,[10]
16494,[107]
72,"[1, 10]"
15445,[99]
2217,[10]
12013,[80]
12113,[80]
8226,[45]
9450,[50]
14023,[93]
6140,"[33, 34]"
8490,[47]
12107,[80]
11402,[61]
14306,[96]
1826,"[7, 38]"
8395,"[46, 59]"
15005,[99]
15194,[99]
9203,[50]
14698,[99]
6319,[33]
11362,[61]
84,"[1, 10]"
15145,[99]
6009,[33]
14840,[99]
13544,[87]
15472,[99]
13174,[83]
10161,[55]
490,[3]
473,[3]
11256,[60]
2333,[10]
2302,[10]
7840,[43]
1377,"[7, 12]"
2784,[14]
598,"[4, 122]"
16148,[101]
7964,[43]
9096,[50]
2635,[13]
5966,[33]
14083,[94]
5131,[30]
12713,[82]
6883,"[35, 36, 47]"
2549,[13]
782,"[4, 122]"
11403,[61]
9759,[52]
10179,[55]
15869,[100]
1441,"[7, 9]"
14715,[99]
12,"[1, 12]"
11943,[80]
10082,[54]
11830,[79]
7884,[43]
9235,[50]
10709,[58]
8975,[49]
9249,[50]
4711,[27]
5945,[33]
12110,"[80, 80]"
1163,"[6, 12]"
7444,[39]
7219,[35]
12164,[80]
11998,[80]
12020,[80]
5049,[30]
16410,[105]
3784,[20]
2213,[10]
9004,[49]
15779,[100]
8043,[45]
5769,[31]
2795,[14]
5701,[31]
15599,[99]
6819,"[35, 36, 47]"
396,"[2, 45]"
6809,"[35, 36, 47]"
6156,[33]
7269,[37]
15091,[99]
14126,[95]
14838,[99]
13043,[83]
15095,[99]
13575,[89]
14132,[95]
10454,[57]
7556,[39]
12739,[82]
2385,[12]
16382,[105]
5376,[30]
4000,[21]
2312,[10]
5686,[31]
7041,[35]
13354,[84]
7421,"[38, 56]"
13476,[87]
9705,[52]
7836,[43]
8416,"[46, 59]"
4902,[28]
11204,[60]
3591,[19]
3863,[21]
5755,[31]
8073,[45]
9685,[52]
10946,[59]
14793,[99]
14458,[97]
2788,[14]
17354,[120]
14790,[99]
12728,[82]
5176,[30]
16549,[107]
7559,[39]
1799,"[7, 38]"
2347,[10]
9801,[52]
7348,"[38, 38]"
3927,[21]
8791,[49]
13694,[90]
8352,"[46, 59]"
4998,[30]
7525,[39]
14040,[93]
446,[3]
6407,"[33, 34]"
2888,[14]
15057,[99]
14835,[99]
8729,[48]
1316,"[6, 12]"
8666,[48]
15216,[99]
2266,[10]
11183,[60]
9725,[52]
14439,[97]
512,[3]
14910,"[99, 99]"
5751,[31]
4473,[26]
12172,[80]
5310,[30]
400,"[2, 45]"
7835,[43]
8444,"[46, 59]"
1274,"[6, 9]"
11912,[80]
2306,[10]
12196,[80]
11785,[79]
5648,[31]
10297,[57]
16512,[107]
5277,[30]
16447,[106]
13396,[85]
2013,"[8, 45]"
3569,[19]
6779,"[35, 36, 47]"
1964,"[8, 8]"
1133,"[6, 12]"
740,"[4, 122]"
5643,[31]
7103,[35]
16837,[113]
13840,[90]
11992,[80]
5855,[31]
5732,[31]
12704,[82]
3447,"[16, 17]"
14657,[98]
11373,[61]
2477,"[13, 14]"
10293,[57]
5671,[31]
14070,[94]
1382,"[7, 10]"
7907,"[43, 43]"
15147,[99]
14798,"[99, 99]"
2616,"[13, 13]"
15385,[99]
6174,[33]
6182,[33]
245,"[2, 25, 45]"
3950,[21]
15977,[100]
5585,[31]
2856,[14]
15313,[99]
10295,[57]
10445,[57]
10249,"[56, 56]"
17707,[123]
5010,[30]
10222,[56]
4536,[26]
8962,[49]
7329,[37]
5653,[31]
16824,[113]
16395,[105]
4905,[28]
151,"[2, 25, 32, 49]"
6395,[33]
16504,[107]
1485,"[7, 9]"
15749,[100]
10367,[57]
6202,"[33, 34]"
13550,[88]
3875,[21]
1597,"[7, 12]"
161,"[2, 32, 50]"
13527,[87]
4785,[27]
6484,[34]
17539,[120]
983,[5]
4488,[26]
16561,[107]
12609,[82]
421,"[2, 45]"
11753,[79]
3954,[21]
5682,[31]
13011,[83]
11927,[80]
11116,[59]
15103,[99]
10287,[57]
16474,[107]
14174,[95]
15934,[100]
17289,[119]
14341,[97]
12231,[80]
6051,"[33, 34]"
8727,[48]
8475,"[46, 59]"
10042,[54]
7029,[35]
3553,[18]
15046,[99]
5374,[30]
3922,[21]
15029,[99]
8325,"[46, 56]"
15739,[100]
6876,"[35, 36, 47]"
1000,[5]
12034,[80]
8353,"[46, 59]"
1437,"[7, 10]"
10393,[57]
17386,[120]
1304,"[6, 11]"
12359,[81]
13404,[86]
12178,[80]
855,"[4, 122]"
10866,[59]
13601,[89]
2591,"[13, 14]"
7123,[35]
11707,[79]
8948,[49]
8911,[49]
3119,[15]
15322,[99]
14270,[96]
11703,[79]
7922,"[43, 43]"
8730,[48]
15924,[100]
12940,[83]
503,[3]
2968,[15]
11632,[71]
4880,[28]
15579,[99]
10257,[56]
11274,[60]
7293,[37]
7943,[43]
5149,[30]
14237,[96]
8777,"[49, 49]"
14870,[99]
7418,"[38, 56]"
11937,[80]
297,"[2, 32, 50]"
3576,[19]
9460,[50]
5996,[33]
13393,[85]
307,"[2, 25, 32, 49]"
2464,"[13, 14]"
1471,"[7, 10]"
10507,[57]
8135,[45]
1058,[5]
16036,[100]
2254,[10]
10948,[59]
12857,[82]
12876,[82]
10246,[56]
12783,[82]
12255,"[80, 80]"
2288,[10]
6786,[35]
23,"[1, 12]"
520,[3]
10172,[55]
6580,[34]
6249,[33]
5570,[31]
7352,[38]
4185,[23]
7705,[42]
12826,[82]
3850,[21]
12724,[82]
7151,[35]
2162,[9]
14510,[98]
3946,[21]
14117,[95]
9150,[50]
3902,[21]
